Sentence	Label
Phytogeographically, the Caribbean region is often considered to include the coastal plains of the United States (including south Florida), Mexico (especially the Yucatan), Belize, Colombia and Venezuela.	0
Okamule is a village in Oshakati-West constituency, in the Oshana region of Namibia.	0
At the outbreak of World War I, Lang returned to Vienna and volunteered for military service in the Austrian army and fought in Russia and Romania, where he was wounded three times.	0
Horncastle was a county constituency in Lincolnshire which returned one Member of Parliament (MP) to the House of Commons of the Parliament of the United Kingdom.	0
Suriname is the smallest sovereign state in terms of area and population in South America.	0
Parts of the special were shot on location in Amsterdam and unlike most other episodes was shot entirely on film and therefore not before a studio audience (making it laugh-track free).	0
It was described by Bonaparte in 1853 based on a specimen collected in Bolivia.	0
Evidence has been found within the formation at Braggs, Moscow, and Millers Ferry in Alabama indicating an instantaneous to brief erosional event, most likely a tsunami, at the Cretaceous–Paleogene boundary (K–T boundary).	0
Yakhroma River (Яхрома) is a right tributary of the Sestra River that flows for 78 kilometers through a network of peat marshes in the north of Moscow Oblast, Russia.	0
After six months Fielding returned to Cairo, and was awarded the Distinguished Service Order on 15 October 1942.	0
Rudolf Thalhammer (born February 1, 1935) was a former Grand Prix motorcycle road racer from Austria.	0
Australian victory for the first time in England was widely condemned in the English press, including the publication of a satirical obituary which stated that English cricket had died, and the body will be cremated and the ashes taken to Australia.	0
It was built on the Warsaw orbital line, which goes through Warszawa Gdańska station.	0
The toli shad or Chinese herring (Tenualosa toli) is a fish of the Clupeidae family, a species of shad distributed in the western Indian Ocean and the Bay of Bengal to the Java Sea and the South China Sea.	0
In January 2008, Despotović signed with FC Rapid București in Romania, and continued abroad for the ensuing summer as he joined Spain's Real Murcia for three years and €1.5 million.	0
The Stolen Generations’ Testimonie s project, created by Melanie Hogan, and is an initiative to record on film the personal testimonies of Australia’s Stolen Generations Survivors and share them online.	0
In 2015, Amber Lounge will be held in Monaco, Singapore, Mexico City and Abu Dhabi.	0
A graduate of the Royal Academy in Copenhagen, under J. L. Lund, he traveled Europe where he sought inspiration, especially from the Munich landscape scene.	0
Lipulekh (also known as Tri-Corner) is a Himalayan pass between Nepal, India and China connecting the North Western Cornered Byash Valley of Nepal and Indian State of Uttarakhand with the old trading town of Taklakot (Purang) in Tibet and belongs to Nepal.	0
The war in Mexico brings fresh and desperate workers into America, even from Honduras.	0
He has performed as a ship comedian aboard Carnival Cruise Line between Houston and Mexico.	0
Jean-René Jérôme (1942–1991) was a Haitian painter and considered one of Haiti’s greatest artists.	0
Her breakthrough role came in the epic Christus, which was shot in Palestine and Egypt.	0
He earned another Cadet Word silver medal in Baku in 2010 after losing in the final to USA's Alexander Massialas.	0
The life in France was exciting and while there he travelled around France and into Spain.	0
Savitt was born in Shumsk, then part of the Russian Empire (now part of Ukraine) and reared in Philadelphia.	0
Alveopora fenestrata is a species of stony coral that is found in the Red Sea, the Gulf of Aden, the southwest and northern Indian Ocean, the central Indo-Pacific, Australia, Southeast Asia and the oceanic west Pacific Ocean.	0
Australia has been designated as one of the countries most vulnerable to climate change, according to the Stern Review and others, due partially to the importance of its agricultural sector and the prominence of its coast.	0
He came back to London and formed Eat signed to fiction records.	0
The National Institute of Aerospace Technology is Spain's space agency.	0
For instance in 1953 the LCC's Draft Development Plan for London was subject to an Inquiry and the Bermondsey and Rotherhithe Chamber of Commerce objected to the park extension.	0
Arroyo de Piedra is a pre-Columbian Maya archaeological site in Guatemala located approximately 2-3 km east/northeast of Dos Pilas and 3 km west of Tamarindito.	0
The Mozambique rain frog, also known as the flat-faced frog, is a species of frog in the family Brevicipitidae.	0
He was the eldest son of Konrad III the Red and his third wife Anna, a daughter of Mikolaj Radziwiłł the Old, Voivod of Vilnius and the first Grand Chancellor of Lithuania.	0
The loading for the new cartridge was standardized and mass production began in 1900–1901 in DWM's factory in Karlsruhe, Germany.	0
The MCA has now established an Automatic Identification System (AIS) network around the UK coast, for real-time tracking and monitoring of shipping movements from the shore.	0
He was owner/principal of a Houston -based architectural practice, Ochsner Associates, from 1984 to 1987.	0
In 1982, he attended the Ivor Spencer School of Butlers and Personal Assistants in Dulwich, a suburb of London.	0
The boom on urban centres such as Rosario or Buenos Aires, doesn't change the fact they were already very popular on the north of Argentina or Cordoba.	0
They range mostly in the United States, but have been seen in Canada.	0
Deposits of vanadinite are now found worldwide including Austria, Spain, Scotland, the Ural Mountains, South Africa, Namibia, Morocco, Argentina, Mexico, and the US states of Arizona, Colorado, New Mexico, and South Dakota.	0
Licensed for generalized tonic-clonic and complex partial seizures in the United Kingdom.	0
It also supports some of the last stands of Haiti's dense cloud forest on its peaks.	0
Mount Kenya is located in central Kenya, just south of the equator, around 150 km (95 miles) north-northeast of Nairobi.	0
They are also collected for human consumption, being the most widely used pine nut in Mexico.	0
In 2004, it attracted over 75,000 foreign visitors to Belgrade and in 2005 it was the second most visited festival in Serbia with 300,000 visitors.	0
In 1910 he left Vienna to see the world, traveling throughout Europe and Africa and later Asia and the Pacific area.	0
In the 1970s he participated in the Uppsala Theory Circle at the Uppsala University in Sweden founded by Tom R. Burns.	0
He quarreled with his captain off the western coast of Africa and was discharged, cheated of his wages, and abandoned on Princes Island, in the Gulf of Guinea.	0
Its range extends from the Democratic Republic of the Congo and Tanzania in the north to the Republic of South Africa in the south.	0
Partial general elections were held in Belgium on 10 June 1890.	0
Alexander Bertschler (born 11 July 1994) is a male recurve archer from Austria.	0
Charleroi is located about 60 kilometres (37 mi) south of Brussels.	0
The finale received positive reviews in the UK and mixed reviews in the U.S.	0
"As a result, the 2010 Pakistan floods were considered ""good news"" for the ecosystem and population of the river delta as they brought much needed fresh water."	0
Canarium australianum is a species of trees, native to Australia and Papua New Guinea, of the plant family Burseraceae.	0
A few are well known – the roof gardens at Derry and Toms in London and the Rockefeller Center in New York, the garden at Twyn-yr-Hydd House in Margam and the rock and water garden he built for Princess Victoria at Coppins, Iver, England.	0
The third aircraft was registered in Austria rather than the United Kingdom and the British authorities refused to let the airline operate an unmodified aircraft.	0
Originally run out of her New York City apartment, Gwynnie Bee now operates from 5 offices in the USA and India and employs 350 people.	0
Suriname's low population density and abundant natural resources have attracted numerous migrants from neighboring Brazil.	0
The line climbed at 1 in 66 to Hagley Rd, with a break of 1 in 224 through Rotton Park Rd station, and then descended to Harborne at 1 in 66, crossing the Chad Valley on a high bank.	0
In 1977, together with his teacher Yuchoku Higa, he was invited to visit Argentina by the Shorin Ryu Kyudokan Federation (presided over by Jintatsu Higa), of that country for the Argentinian championships of Okinawa Kyudokan karate-do.	0
She plays on the Angola women's national handball team, and participated at the 2011 World Women's Handball Championship in Brazil.	0
It served the small town of Anchovy, Jamaica on the Kingston to Montego Bay line and was 105.75 miles (170.19 km) from the Kingston terminus.	0
Jajit Singh Jallah is an international rowing competitor from the state of Punjab, India.	0
In 1757, he was sent to Paris to negotiate loans for the Danish state and, in 1760–61, he negotiated a substantial loan for the Danish state in Genova.	0
William Kyle Carpenter (born October 17, 1989), also known as Kyle Carpenter, is a (medically) retired United States Marine who received the United States' highest military honor, the Medal of Honor for his actions in Marjah, Helmand Province, Afghanistan in 2010.	0
Liguri, or Logorik, is an Eastern Sudanic language of the Daju family spoken by the Logorik people in the Liguri Hills of the Nuba Mountains, northeast of Kaduqli in South Kurdufan province in southern Sudan.	0
Techvaganza is a Techno-management festival and is one of the largest festivals in India.	0
These buses were operated mostly in Czech Republic and Slovakia.	0
Ellen Andrews, an airline employee from Wichita working in Paris, assists Mickey in locating and retrieving the casket.	0
Monaco is known for its glamor and the race attracts the rich and famous from around the world, making it a fitting venue for the Amber Lounge.	0
It also operated services across the English border to Carlisle, and from 5 March 1988, took over operation of the Caledonian Sleeper services to London Euston.	0
In his final year, he took leave from medical school to focus on his religious studies, traveling to Syria and then Pakistan, where he studied a traditional curriculum for a number of years under some of their greatest scholars.	0
It connects the towns of Smith and Wellington to the California state line north of Bridgeport, California.	0
His artwork has been exhibited in countries such as Canada, Brazil, Senegal, USA, Martinique, Latin America, Dominican Republic, Europe and Haiti.	0
Apart from being considered one of Sweden's finest actors, he is also a devoted father of three children.	0
It may be found in Mauritius and the Cambodian Mekong near the Vietnam border.	0
Brunel remained in the United States for six years, sailing for England in February 1799.	0
It is bordered by Turkey to the north, Lebanon and Israel to the west, Jordan to the south and Iraq to the east.	0
Abdul Hakim Asher was born on October 12, 1977 in the Bagram district of Parwan province in central Afghanistan north of Kabul.	0
The hospital is responsible for providing health care to 170,000 people residing in the northern part of Oslo as well as the municipalities of Ski, Oppegård, Nesodden, Frogn, Ås and Vestby.	0
The 1971 Cupa României Final was the 33rd final of Romania's most prestigious football cup competition.	0
He returned to Australia to complete officer training and attained the rank of Pilot Officer.	0
In the show, he uses an Autovox to create amateur-like reports in Italy and abroad.	0
He pioneered the concept of the nation as a brand and has worked on branding projects for a number of cities and countries, including London, Mauritius, Northern Ireland, Poland, Portugal, and Lithuania.	0
It lies just east of the main motorway from Ljubljana to Maribor.	0
At the time of its completion in 2006, it was the 11th-tallest skyscraper in Turkey and the tallest in Konya and the Central Anatolia Region.	0
It is located near the north-western shore of the Gulf of Panama.	0
Hokagon Island is an island located within Coronation Gulf, south of Victoria Island, in the Kitikmeot Region, Nunavut, Canada.	0
He wandered in Europe, then came to South America where he travelled in Venezuela, Colombia, Ecuador, Peru and finally Brazil.	0
It was founded in 1942, as the National Institute of Aeronautics, and has its headquarters in Torrejón de Ardoz, near Madrid.	0
He spent his childhood in Dhaka where he studied at Dhaka Collegiate School.	0
In 1985 during the Soviet War in Afghanistan, Hakim Asher's family decided to leave their home for Pakistan.	0
On 1 July 2011, Despotović signed for Japan's Urawa Red Diamonds.	0
During Napoleon's invasion of Russia in 1812, Yashvil managed to obtain permission from General Dmitry Shepelev to join the Kaluga militia and helped recover Yelnya.	0
Trevor Immelman of South Africa won the 2008 Masters Tournament at the Augusta National Golf Club.	0
Consequently, Australia's annual average temperatures are projected to increase 0.4–2.0 °C above 1990 levels by the year 2030, and 1–6 °C by 2070.	0
She was the ancestor of many political people including Lyndon Baines Johnson, 36th president of the United States; Winston Leonard Spencer-Churchill, 63rd Prime Minister of the United Kingdom; Prince Albert II of Monaco; Princess Diana and Prince Charles.	0
Bessenbach is a river of Bavaria, Germany.	0
The name was taken from the location of the crimes, which were committed around the M25, London's orbital motorway, during the early hours of 16 December 1988.	0
The station opened in 1976 at the same time as lines 13 and 14 were linked across Paris.	0
The Forbes-Robinson's main family home was located at 22 Bedford Square in the heart of London's Bloomsbury district.	0
Her baptism was conducted with special solemnity, being organizated by her uncles Maximilian III, Archduke of Austria and Prince Ferdinand of Bavaria.	0
Wahleach Lake, commonly known as Jones Lake, is a lake and reservoir located in the Skagit Range in the Lower Mainland of British Columbia, Canada, east of the city of Chilliwack and southwest of the town of Hope.	0
Attaching himself afterwards to François de Tournon, he accompanied him in 1554 to Italy, whence he was several times sent on embassies to the king, with reports on the siege of Siena.	0
In 1937, the first of the Somoza presidents of Nicaragua took power.	0
The airport was originally built by engineers from the United States in the late 1950s.	0
Jane Mackenzie (née Sym; March 22, 1825 – March 30, 1893) was the second wife of Alexander Mackenzie, the second Prime Minister of Canada.	0
Williams Régala is a former member of Haiti's National Council of Government.	0
It was heavily damaged in the 2004 tsunami which impacted on over 100,000 of the Maldives 300,000 population.	0
The village was named after Bremen, in Germany.	0
Farmlands come into view as the highway approaches its junction with Wellington Road (SR 829), which heads towards Wellington and points west.	0
After emigrating to Brazil via Italy in the 1950s, he settled in Rio de Janeiro.	0
Haiti has a World Heritage site located here.	0
As a 'bright young thing' along with Lady Diana Cooper and Elsa Maxwell, Blossom organised 'treasure hunt' parties across London.	0
Library technician at the State Library of News South Wales in Sydney Australia.	0
In the United Kingdom, United States, India, and Brazil diclofenac may be supplied as either the sodium or potassium salt; in China, it is most often supplied as the sodium salt, while in some other countries it is only available as the potassium salt.	0
This marine species occurs in the Indian Ocean (Tanzania, Mascarene Islands) and eastwards as far as Indonesia.	0
It was announced that loan signing Jamal Fakir would be returning home to France to join Lezignan after his loan expired in the off season.	0
Peter Plympton Smith (born October 31, 1945) is a former member of the United States House of Representatives from the U.S. state of Vermont, the 75th Lieutenant Governor of Vermont, and an education administrator.	0
Meslières is a commune in the Doubs département in the Bourgogne-Franche-Comté region in eastern France.	0
The Bv 202 was designed to transport troops and equipment through snow or boglands in the northern parts of Sweden.	0
"Saint Andrew (""St. Andrew"") is one of eleven parishes of Barbados."	0
He distinguished himself in the storming of Belgrade in 1789.	0
It is found in most of central, and eastern South America proper, in Argentina, Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Suriname-(the Guianas), Paraguay, Peru, and Venezuela.	0
"She is also the founder of a medical student curriculum called ""The Healer's Art"" used in medical schools throughout the United States."	0
The park is located adjacent to a Telecommunication Company of Iran Satellite Earth Station, at the foot of the Alborz mountains.	0
It lives throughout the eastern United States and Canada and occasionally down into Mexico, and is one of the more commonly encountered day-flying moths in the region, easily recognized by the two bright yellow bands across the abdomen.	0
When he was released Kelly came clean about her affair with Scott and revealed to Roy that she planned to start a new life in London.	0
She represented the Chinese Taipei national team in two editions of the Olympic Games (2004 and 2008).	0
Clinton is an unincorporated census-designated place (CDP) in Prince George's County, Maryland, United States.	0
In Finland this style of cap was adopted first in 1918, by Civic Guard, and in 1936 by the Army.	0
Syria remained the Umayyads' main power base thereafter, and Damascus was their capital.	0
R&B Songs is a chart released weekly by Billboard in the United States.	0
Following a series of such attacks extending to the coast of India, a British expeditionary force was sent to Ras Al Khaimah and sacked the town, setting it to fire and also burning the vessels, 'upwards of fifty', in the port.	0
Czaszyn is currently situated in the Subcarpathian Voivodship (since 1999), previously in Krosno Voivodship (1975–1998) and Sanok district, (10 miles east of Sanok), located near the towns of Medzilaborce and Palota (in northeastern Slovakia).	0
The oil transport infrastructure in Finland was built and is owned by Neste, and thus petrol stations usually obtain fuels from Neste, although the monopoly is no longer government-sanctioned.	0
Southern bases on both coasts are used to organize infiltrations into South Korea and Japan.	0
The Bearcamp River is a 26.3-mile-long (42.3 km) river at the southern edge of the White Mountains in New Hampshire, the United States.	0
Wuzhou or Wu Prefecture was a zhou (prefecture) in imperial China.	0
Hile is a village development committee in Baglung District in the Dhaulagiri Zone of central Nepal.	0
Before he was an astronaut, Casper was a United States Air Force fighter pilot, earning his pilot wings at Reese Air Force Base, Texas.	0
After visiting South America, Africa, and India, Rhodes ended up in Australia, where he formed a partnership with a local company to acquire land in New Zealand.	0
Hancock built gardens in the UK in the 1920s, 30s and 40s and in the United States in the 1930s.	0
In 1807 or 1808 he went to England to study medicine at St Thomas' Hospital in London under Sir Astley Paston Cooper, a famous surgeon.	0
France has unusual small municipalities.	0
He played at Stadion Brugglifeld for FC Aarau until 2002 when he headed to Germany to play in the Bundesliga for Karlsruher SC.	0
Neste Corporation is an oil refining and marketing company located in Espoo, Finland.	0
In 1956 he was in the master class of Hans Leygraf, followed by concerts in Germany and tours of Western Europe, the U.S., Israel and Japan.	0
It is situated between French Guiana to the east and Guyana to the west.	0
Kunturiri is located in the La Paz Department, Los Andes Province, Pukarani Municipality, southeast of Chachakumani and northwest of Huayna Potosí.	0
Kraemer, a Lutheran with a dislike for Nazis, escaped Nazi Germany for America in 1939, leaving behind his wife and son.	0
A wide release on the Plug Research label followed in the spring of 2006 and was supported with a European tour and a few shows around the United States.	0
Ripley is a town on Lake Erie in the westernmost part of Chautauqua County, New York, United States.	0
The expressway ring road is a provincial-level road in Beijing municipality.	0
After O'Neill's release, he conspired with the king to bring the English army to London against the radical Parliamentarians in what became known as the Second Army Plot, but the discovery of plot forced him to flee to the continent in mid-June 1641.	0
Optima is a Miami -based real estate investment firm led by Chaim Schochet and 2/3rd owned by the Privat Group, one of Ukraine's largest business and banking groups.	0
He had to leave Norway in 1941 due to the German occupation of Norway, and travelled via Sweden to the United Kingdom, where he found work in the Ministry of Provisioning-in-exile.	0
Its first head was also an American, and accountants were hired from Lebanon.	0
In a 2016 ranking of Chinese high schools that send students to study in American universities, Shenzhen Foreign Language School ranked number 19 in mainland China in terms of the number of students entering top American universities.	0
Ashrafiyat Sahnaya is a city in southern Syria, administratively part of the Rif Dimashq Governorate, located southwest of Damascus.	0
They were executed in both the Marjeh Square in Damascus and Burj Square in Beirut.	0
By 2007 its New Zealand factory was weaving 950,000 square metres of various kinds of turf a year.	0
Mauro Badaracchi (born July 20, 1984 in Tivoli, Rome) is an Italian sport shooter.	0
